brightness,saturation,noise_level,blur_metric,edge_strength,lbp_mean_r2,lbp_var_r2,edges_var,red_var,green_var,blue_var,image_name,category,rg_ratio,rb_ratio,gb_ratio
0.4829568782829002,0.2481224321017545,7.529001438449685,-0.7279909126012679,0.0504887364393966,11.7090116662998,33.54939138507191,-0.6693682786665198,1.4323778561010976,1.5165963426017797,0.9841358983997339,0025.jpg,clear,0.9699653684062433,0.9419722892470083,0.9711400337757947
0.4518454161325547,0.2506553228766979,7.591264865269726,1.0020690656156435,0.0690644254720893,11.47988113581334,35.19649375650745,1.5090921281898493,2.3887469884711603,2.3453070649153154,2.1212756492657863,0039.jpg,clear,0.9692011123322188,1.0238435388262594,1.0563787362702128
0.4561304798524671,0.2707088551397462,7.715434980157114,-0.7279909126012679,0.0668216458709254,10.949737137746364,37.43334234443704,-0.6693682786665198,1.3605715932309257,-0.4902508666379602,-0.6707272845479237,0043.jpg,clear,1.075948489432928,1.2069542620109397,1.1217582970082915
0.352643944946946,0.20332870640567,7.433601952533305,1.4707067672118115,0.0722207120225657,11.88943774955066,39.84854029232567,0.6429302741074175,1.8644501001654152,1.5152609354914792,-0.6707272845479237,0058.jpg,clear,0.9647122436931783,1.0759311767216682,1.115287031944706
0.669485103132162,0.3579388975096765,7.658537611397309,-0.7279909126012679,0.0511064131456112,11.712929782082323,38.47177955197017,-0.6693682786665198,1.7994848071141922,2.171182579629694,1.8686917406045664,0062.jpg,clear,1.175456887114864,1.213970508524018,1.0327647342173076
0.6682246179272615,0.3418501981293474,7.4982662221754115,-0.7279909126012679,0.0425149642151651,11.69195866300662,38.15137244330983,-0.6693682786665198,0.41791112105523265,0.5658149701544364,1.0806205207760784,0070.jpg,clear,0.843039362674452,0.7720550757393397,0.9157994952657215
0.4918054147120835,0.5401944511143636,7.460293100256277,-0.7279909126012679,0.0318542016787917,11.929167803547069,34.10334445193623,-0.6693682786665198,0.485458190897953,1.1136465174139345,1.8433656667879241,0074.jpg,clear,0.7423919922171363,0.5909980281997969,0.7960726550104036
0.514005295254775,0.513608583090958,7.4845045299130755,-0.7279909126012679,0.0294277284189221,12.309582883033723,28.910713786062345,-0.6693682786665198,-0.6897796319845884,1.4861164592515859,1.8555906178701185,0077.jpg,clear,0.7211845007737251,0.559606782666427,0.775955009789667
0.6024572010983865,0.4161973689588489,7.693652261885464,-0.7279909126012679,0.0452422835575659,12.268411888382085,34.150684087163505,-0.6693682786665198,-0.6897796319845884,-0.6720608487738218,0.45716150397301986,0078.jpg,clear,0.7977127162595674,0.6767848172061517,0.8484066349068111
0.6114748000567887,0.33404574397041,7.303573489443743,0.44107566970751977,0.0526543702890828,12.01678734245106,38.71810917467487,1.2726904147905043,-0.6897796319845884,-0.6720608487738218,-0.6707272845479237,0080.jpg,clear,0.8026232713387393,0.6696545241002079,0.8343322391285849
