brightness,saturation,noise_level,blur_metric,edge_strength,motion_blur,lbp_mean_r1,lbp_var_r1,lbp_mean_r2,lbp_var_r2,lbp_mean_r3,lbp_var_r3,edges_mean,edges_var,red_mean,red_var,green_mean,green_var,blue_mean,blue_var,dark_channel_mean,edge_density,contrast,hue_mean,hue_var,gabor_energy,image_name,category
0.48295687828290024,0.2481224321017545,7.5290014384496855,1857.7483718641283,0.05048873643939661,1.0599543854003404,5.3816596962359675,7.288480714481705,11.709011666299801,33.54939138507191,18.865309267004182,69.62359734547213,0.05048873643939661,0.006295129928843568,103.1106889720449,4309.057670909865,106.3034646709223,4962.45901639139,109.46254017169271,6394.012118663092,52.040774818401935,0.11977988113581334,68.84445337024275,0.39480221316065744,0.07542148015567716,58.72875192604006,0025.jpg,clear
0.45184541613255474,0.2506553228766979,7.591264865269726,3798.482209992699,0.06906442547208932,1.194497639166089,5.164349548756328,7.884202080765259,11.47988113581334,35.19649375650745,18.582610609729254,73.89444557300652,0.06906442547208932,0.010555789781312962,107.17359454105217,6834.464163856733,110.57930442438916,7216.926589963018,104.67769755668061,8646.304331568666,51.84792868148801,0.1423860884877834,85.01052647479843,0.3264176733482589,0.04443840443183258,72.30733876293198,0039.jpg,clear
0.4561304798524671,0.2707088551397462,7.715434980157114,1518.7482848125176,0.06682164587092547,0.7170505798333473,4.731924129882312,7.0816970568616595,10.949737137746364,37.433342344437044,18.320446538616757,82.44548543261794,0.06682164587092547,0.004175548671507341,111.14899981457849,4211.449519548696,103.30326232780341,3471.067030902542,92.0904720613418,3894.560243522454,37.44443081051013,0.18708484670004255,59.784526685708414,0.378128359991049,0.11016793738126601,54.495266298005085,0043.jpg,clear
0.352643944946946,0.20332870640567005,7.433601952533305,5112.163424089762,0.07222071202256579,1.2461820837120279,5.113517654012714,9.345966080615126,11.889437749550659,39.84854029232567,19.48157697921567,77.90731629382148,0.07222071202256579,0.008191761092769647,85.23804267844002,5088.4128648693595,88.35591502913184,4960.334246819206,79.22256902978323,5261.129014637978,26.962611129205417,0.15835836379208434,70.75009027434731,0.34180106671780375,0.07165132798501633,34.82615894039735,0058.jpg,clear
0.669485103132162,0.35793889750967656,7.658537611397309,1582.9506399622187,0.05110641314561126,1.0806582246019474,5.132942989214175,7.807930387900991,11.712929782082325,38.47177955197017,19.235738498789345,77.93931179778485,0.05110641314561126,0.006502715476380039,160.47988553819062,4945.110638771842,136.52552938586837,6521.919715848959,132.1942108738719,7896.530888784059,82.57296059872331,0.10460928901606868,76.73132606607567,0.3184761134917533,0.10739521260488245,92.21525423728814,0062.jpg,clear
0.6682246179272615,0.34185019812934747,7.4982662221754115,961.4109372728136,0.04251496421516515,1.0805748728956608,5.18619086064912,7.241431784660538,11.69195866300662,38.151372443309825,19.33102858065558,80.14569216017135,0.04251496421516515,0.004304119038387183,123.00824802196028,3385.378197754083,145.91043436137574,3967.8389342372943,159.3257322783788,6505.201894607478,82.0015792023252,0.1074955595026643,61.13640395055008,0.4211918609670383,0.042196707675947256,90.75841756822219,0070.jpg,clear
0.49180541471208356,0.5401944511143636,7.460293100256277,780.0192260797331,0.03185420167879172,1.0793870223910276,5.496127992062508,7.155499084200941,11.929167803547067,34.10334445193623,19.336780354706686,70.1571259355089,0.03185420167879172,0.0034228977073093247,68.66549919384845,3425.2850780808308,92.49223117946174,4434.963703753081,116.18565546322709,7832.570351595049,38.50443259332754,0.07452313034850552,63.346461578634155,0.47953990937670066,0.03904645598080239,45.3236934143619,0074.jpg,clear
0.514005295254775,0.513608583090958,7.4845045299130755,1142.834013166629,0.02942772841892213,1.0416914983079968,5.916837907362589,6.621055409534815,12.309582883033725,28.910713786062345,19.38019493533444,57.79488080587437,0.02942772841892213,0.004134673348698912,71.67310277993414,2863.8422606940794,99.3824679970166,4914.696004281864,128.07760628339193,7863.22240220554,48.68580503422277,0.06488880770811453,65.76237824468792,0.5375040869311277,0.02803904046072548,50.41799219649806,0077.jpg,clear
0.6024572010983865,0.41619736895884896,7.693652261885464,1827.5607326731817,0.04524228355756591,0.7372701505279238,5.583088711255626,8.175670894612665,12.268411888382083,34.150684087163505,19.604013307441026,66.25913235763852,0.04524228355756591,0.005045616078223997,96.4381143777567,2739.1122678078386,120.89327954156568,3305.5860205095664,142.4944903581267,5916.841352925244,50.69689944652687,0.10351151856367952,54.49193169905249,0.4189729157293218,0.05484250626823405,60.641489409745745,0078.jpg,clear
0.6114748000567887,0.33404574397041,7.303573489443743,2972.49485740394,0.052654370289082895,1.5881507879816996,5.306242960579244,8.153573790259511,12.016787342451059,38.71810917467487,19.739273263609547,76.0016354064211,0.052654370289082895,0.00970123462531576,101.51203271654599,2370.8552132185587,126.47530705282918,2008.2537238598618,151.5886511128989,3296.8075687087953,57.77816036470904,0.09522392062215071,43.73282630507564,0.42772001149584826,0.04331405841560225,61.1819066773934,0080.jpg,clear
