brightness,saturation,noise_level,blur_metric,edge_strength,motion_blur,lbp_mean_r1,lbp_var_r1,lbp_mean_r2,lbp_var_r2,lbp_mean_r3,lbp_var_r3,edges_mean,edges_var,red_mean,red_var,green_mean,green_var,blue_mean,blue_var,image_name,category
0.48295687828290024,0.2481224321017545,7.5290014384496855,1857.7483718641283,0.05048873643939661,0,5.3816596962359675,7.288480714481705,11.709011666299801,33.54939138507191,18.865309267004182,69.62359734547213,0.05048873643939661,0.006295129928843568,103.1106889720449,4309.057670909865,106.3034646709223,4962.45901639139,109.46254017169271,6394.012118663092,0025.jpg,clear
0.45184541613255474,0.2506553228766979,7.591264865269726,3798.482209992699,0.06906442547208932,0,5.164349548756328,7.884202080765259,11.47988113581334,35.19649375650745,18.582610609729254,73.89444557300652,0.06906442547208932,0.010555789781312962,107.17359454105217,6834.464163856733,110.57930442438916,7216.926589963018,104.67769755668061,8646.304331568666,0039.jpg,clear
0.4561304798524671,0.2707088551397462,7.715434980157114,1518.7482848125176,0.06682164587092547,0,4.731924129882312,7.0816970568616595,10.949737137746364,37.433342344437044,18.320446538616757,82.44548543261794,0.06682164587092547,0.004175548671507341,111.14899981457849,4211.449519548696,103.30326232780341,3471.067030902542,92.0904720613418,3894.560243522454,0043.jpg,clear
0.352643944946946,0.20332870640567005,7.433601952533305,5112.163424089762,0.07222071202256579,0,5.113517654012714,9.345966080615126,11.889437749550659,39.84854029232567,19.48157697921567,77.90731629382148,0.07222071202256579,0.008191761092769647,85.23804267844002,5088.4128648693595,88.35591502913184,4960.334246819206,79.22256902978323,5261.129014637978,0058.jpg,clear
0.669485103132162,0.35793889750967656,7.658537611397309,1582.9506399622187,0.05110641314561126,0,5.132942989214175,7.807930387900991,11.712929782082325,38.47177955197017,19.235738498789345,77.93931179778485,0.05110641314561126,0.006502715476380039,160.47988553819062,4945.110638771842,136.52552938586837,6521.919715848959,132.1942108738719,7896.530888784059,0062.jpg,clear
0.6682246179272615,0.34185019812934747,7.4982662221754115,961.4109372728136,0.04251496421516515,0,5.18619086064912,7.241431784660538,11.69195866300662,38.151372443309825,19.33102858065558,80.14569216017135,0.04251496421516515,0.004304119038387183,123.00824802196028,3385.378197754083,145.91043436137574,3967.8389342372943,159.3257322783788,6505.201894607478,0070.jpg,clear
0.49180541471208356,0.5401944511143636,7.460293100256277,780.0192260797331,0.03185420167879172,0,5.496127992062508,7.155499084200941,11.929167803547067,34.10334445193623,19.336780354706686,70.1571259355089,0.03185420167879172,0.0034228977073093247,68.66549919384845,3425.2850780808308,92.49223117946174,4434.963703753081,116.18565546322709,7832.570351595049,0074.jpg,clear
0.514005295254775,0.513608583090958,7.4845045299130755,1142.834013166629,0.02942772841892213,0,5.916837907362589,6.621055409534815,12.309582883033725,28.910713786062345,19.38019493533444,57.79488080587437,0.02942772841892213,0.004134673348698912,71.67310277993414,2863.8422606940794,99.3824679970166,4914.696004281864,128.07760628339193,7863.22240220554,0077.jpg,clear
0.6024572010983865,0.41619736895884896,7.693652261885464,1827.5607326731817,0.04524228355756591,0,5.583088711255626,8.175670894612665,12.268411888382083,34.150684087163505,19.604013307441026,66.25913235763852,0.04524228355756591,0.005045616078223997,96.4381143777567,2739.1122678078386,120.89327954156568,3305.5860205095664,142.4944903581267,5916.841352925244,0078.jpg,clear
0.6114748000567887,0.33404574397041,7.303573489443743,2972.49485740394,0.052654370289082895,0,5.306242960579244,8.153573790259511,12.016787342451059,38.71810917467487,19.739273263609547,76.0016354064211,0.052654370289082895,0.00970123462531576,101.51203271654599,2370.8552132185587,126.47530705282918,2008.2537238598618,151.5886511128989,3296.8075687087953,0080.jpg,clear
